                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                0.88686,                 2.1256,                0.94304,                 1.3862,                0.33344,                0.46514,                0.32744,                0.18811,                0.34011,                0.47838,                0.33456,                0.14612,                 1.7457,                 3.5655,                 2.2831,                 2.6184,              0.0025503,              0.0025503,              0.0025503
                    303,                0.85078,                 2.1062,                0.91215,                 1.3519,                0.47478,                0.33021,                0.28826,                0.15577,                0.38779,                0.37086,                0.27251,                0.12668,                 1.8326,                 4.0374,                 2.5201,                 2.6929,              0.0025255,              0.0025255,              0.0025255
                    304,                0.89842,                 2.1619,                0.96243,                 1.3805,                0.50824,                0.35039,                0.30148,                0.16469,                 0.4957,                0.33023,                0.27549,                0.13077,                 1.7574,                 3.8744,                  2.507,                 2.6645,              0.0025008,              0.0025008,              0.0025008
                    305,                0.85732,                 2.0368,                0.91965,                 1.3493,                0.44012,                0.35964,                0.30658,                0.18078,                0.42713,                0.34567,                0.28478,                0.13458,                 1.7231,                 3.8969,                 2.5675,                 2.6117,               0.002476,               0.002476,               0.002476
                    306,                0.86566,                 2.0966,                0.91243,                 1.3438,                0.36778,                0.31375,                0.23704,                0.14745,                0.36778,                0.31375,                0.23084,                0.11304,                 1.7699,                 4.0451,                 2.7326,                  2.642,              0.0024513,              0.0024513,              0.0024513
                    307,                0.86038,                 2.0502,                 0.8902,                 1.3566,                0.39125,                0.32593,                0.28311,                 0.1799,                0.40274,                 0.3326,                0.28252,                0.14031,                 1.7572,                 3.7618,                 2.7499,                 2.6059,              0.0024265,              0.0024265,              0.0024265
                    308,                0.87712,                 2.0575,                0.93915,                 1.3742,                0.28144,                0.41084,                0.28677,                0.16571,                0.51892,                0.24139,                0.28417,                0.13611,                 1.8096,                 3.8817,                 2.5702,                 2.6966,              0.0024018,              0.0024018,              0.0024018
                    309,                0.86292,                 2.0425,                0.91143,                 1.3592,                0.34898,                0.42029,                0.31812,                0.18308,                0.33947,                0.40215,                0.29801,                0.13914,                 1.8411,                 4.2234,                 2.5928,                 2.7706,               0.002377,               0.002377,               0.002377
                    310,                 0.8826,                 2.0702,                0.92779,                 1.3729,                0.28045,                0.43637,                0.30024,                0.17548,                 0.3591,                0.34554,                0.27882,                0.14319,                 1.7972,                 3.9247,                 2.7608,                 2.6859,              0.0023523,              0.0023523,              0.0023523
                    311,                0.86987,                 2.0764,                0.92331,                 1.3555,                0.62562,                0.33899,                0.31402,                0.16532,                0.63427,                0.30316,                0.28874,                0.13039,                 1.8417,                 3.6475,                 2.3931,                 2.7346,              0.0023275,              0.0023275,              0.0023275
                    312,                0.87697,                 2.0386,                0.95491,                 1.3835,                0.48266,                0.34238,                0.29223,                0.16446,                0.52908,                0.36539,                0.29204,                0.13514,                 2.0015,                 3.9017,                 2.6092,                 3.0219,              0.0023028,              0.0023028,              0.0023028
                    313,                 0.8579,                 2.0122,                0.91506,                 1.3604,                0.37573,                0.39172,                0.30765,                0.16955,                 0.3776,                0.40728,                0.31246,                 0.1397,                 2.0055,                 3.7853,                  3.009,                 2.9655,               0.002278,               0.002278,               0.002278
                    314,                0.86536,                 2.0151,                0.89236,                 1.3894,                0.48391,                0.36801,                0.33349,                0.19444,                0.50305,                0.38762,                 0.3302,                0.15297,                 1.9017,                 3.5537,                 2.5066,                 2.8196,              0.0022533,              0.0022533,              0.0022533
                    315,                0.84182,                  2.003,                0.90137,                 1.3501,                0.40881,                0.41002,                0.34936,                0.20102,                0.36053,                0.46967,                 0.3393,                0.16365,                 1.8369,                 3.5377,                  2.525,                 2.7722,              0.0022285,              0.0022285,              0.0022285
                    316,                0.87495,                 2.0656,                0.93797,                 1.3789,                0.42098,                0.37944,                0.29165,                0.17504,                0.40936,                0.39532,                0.28696,                0.13034,                 1.8438,                 3.7811,                 2.8615,                 2.7448,              0.0022038,              0.0022038,              0.0022038
                    317,                0.86296,                 2.0493,                0.89046,                 1.3622,                0.36557,                0.49216,                 0.2796,                0.15103,                 0.3678,                0.49367,                0.26522,                0.11187,                 1.8491,                 3.9252,                 2.9053,                 2.7736,               0.002179,               0.002179,               0.002179
                    318,                0.86148,                 2.0728,                0.92955,                 1.3655,                0.37688,                0.43287,                 0.2588,                0.14184,                0.40568,                0.39099,                0.24791,                0.10485,                 1.8835,                 4.3204,                  3.357,                 2.8026,              0.0021543,              0.0021543,              0.0021543
                    319,                0.86187,                  2.002,                0.88244,                 1.3535,                0.35611,                0.41915,                0.32367,                0.18199,                0.44397,                  0.304,                 0.2837,                0.13201,                 1.7977,                 4.1054,                 3.1583,                 2.6859,              0.0021295,              0.0021295,              0.0021295
                    320,                0.82224,                 1.9748,                0.86128,                 1.3149,                0.41955,                0.35996,                0.26779,                0.15428,                0.41779,                0.35763,                0.26591,                0.12128,                 1.8353,                 3.7199,                 3.1322,                 2.7317,              0.0021048,              0.0021048,              0.0021048
                    321,                0.81529,                 1.9438,                0.85676,                 1.3316,                 0.4464,                0.35697,                 0.2839,                0.16455,                0.45497,                0.36113,                0.27231,                0.13098,                  1.847,                 3.7412,                 2.9407,                 2.8815,                0.00208,                0.00208,                0.00208
                    322,                0.80807,                 1.9817,                0.86416,                 1.3116,                0.40473,                0.35963,                0.30113,                0.16857,                0.41176,                0.36052,                0.28852,                0.13262,                 1.8615,                 3.7221,                 3.0115,                 2.8908,              0.0020553,              0.0020553,              0.0020553
                    323,                0.82396,                  2.004,                 0.8484,                 1.3075,                0.43082,                0.29559,                0.27156,                0.15229,                0.43169,                0.29491,                0.27854,                0.12809,                 1.9455,                 3.7233,                  4.085,                  3.005,              0.0020305,              0.0020305,              0.0020305
                    324,                0.80772,                 1.9093,                0.83708,                 1.3131,                0.44402,                 0.3826,                0.33371,                0.19207,                0.41327,                0.39082,                0.31227,                0.15817,                 1.8228,                 3.5644,                 3.1859,                 2.7819,              0.0020058,              0.0020058,              0.0020058
                    325,                0.81294,                 1.9659,                0.81341,                 1.3081,                0.38773,                0.44837,                0.34038,                 0.2039,                0.37593,                0.43437,                0.32375,                0.16424,                 1.7956,                 3.6182,                 2.6877,                 2.7835,               0.001981,               0.001981,               0.001981
                    326,                0.81185,                 1.9105,                0.80128,                 1.3047,                0.33621,                0.47703,                0.31732,                0.17723,                0.34178,                0.46466,                0.30897,                0.14143,                 1.7838,                 3.7188,                  2.633,                 2.7461,              0.0019563,              0.0019563,              0.0019563
                    327,                0.82293,                 1.9606,                0.83447,                 1.3343,                0.37674,                0.47316,                0.34165,                0.18405,                0.37031,                0.47424,                0.33402,                0.14989,                  1.872,                 3.5901,                 2.6579,                 2.9096,              0.0019315,              0.0019315,              0.0019315
                    328,                0.82559,                 1.9607,                0.85043,                  1.334,                0.56882,                0.32914,                0.35177,                0.19878,                0.43643,                0.36848,                0.33879,                0.15549,                 1.8227,                 3.6856,                 2.4719,                 2.8278,              0.0019068,              0.0019068,              0.0019068
                    329,                 0.8021,                 1.9333,                0.79276,                 1.2931,                0.45724,                0.43199,                0.35127,                0.20035,                0.49668,                0.39668,                0.35218,                0.15335,                 1.8191,                 3.6407,                 2.6961,                 2.8948,               0.001882,               0.001882,               0.001882
                    330,                0.78069,                 1.9068,                0.79604,                 1.2842,                   0.41,                0.44755,                0.38197,                0.22751,                0.54082,                0.36127,                0.37795,                0.17722,                 1.7905,                 3.5747,                 2.6134,                 2.8345,              0.0018572,              0.0018572,              0.0018572
                    331,                0.80067,                 1.8739,                0.80852,                 1.2825,                0.43192,                0.48077,                0.37235,                0.22899,                0.42294,                0.47498,                0.36637,                0.17837,                 1.8093,                 3.7131,                 2.4242,                 2.8398,              0.0018325,              0.0018325,              0.0018325
                    332,                0.82471,                 1.9147,                0.84051,                 1.3285,                0.37899,                 0.4928,                0.38428,                0.22742,                0.38716,                0.49009,                0.37125,                 0.1782,                 1.7669,                 3.5632,                 2.4509,                 2.7365,              0.0018077,              0.0018077,              0.0018077
                    333,                0.80615,                 1.8811,                0.81905,                 1.2962,                0.47612,                0.36531,                0.34795,                0.20116,                0.46291,                0.37108,                 0.3366,                0.15831,                 1.7892,                 3.6689,                 2.5238,                  2.776,               0.001783,               0.001783,               0.001783
                    334,                0.79194,                 1.8908,                0.81034,                 1.2881,                0.44833,                 0.4713,                0.37163,                0.21353,                0.41678,                 0.4534,                0.34759,                0.16593,                 1.7525,                 3.6272,                 2.4386,                 2.7078,              0.0017582,              0.0017582,              0.0017582
                    335,                0.78868,                 1.9215,                0.80088,                 1.2785,                 0.4346,                0.34802,                0.33808,                 0.1953,                0.42574,                 0.3768,                  0.335,                0.15582,                 1.7744,                 3.6576,                 2.9754,                 2.7306,              0.0017335,              0.0017335,              0.0017335
                    336,                0.80165,                 1.9191,                0.80072,                 1.2771,                0.34483,                 0.4139,                0.31903,                0.17475,                0.60036,                0.26888,                0.31133,                0.14394,                  1.886,                 3.6021,                 3.3033,                 2.8663,              0.0017087,              0.0017087,              0.0017087
                    337,                0.79479,                  1.907,                 0.8035,                 1.2967,                0.60269,                0.35176,                0.35193,                 0.2007,                0.60843,                 0.3507,                0.35007,                0.17451,                 1.8095,                 3.7256,                  3.052,                 2.8365,               0.001684,               0.001684,               0.001684
                    338,                0.80595,                 1.9133,                0.81888,                 1.3099,                0.56022,                 0.3583,                0.38873,                0.21659,                0.56598,                0.35759,                0.37156,                0.17547,                 1.8191,                 3.6476,                 2.4335,                 2.8783,              0.0016592,              0.0016592,              0.0016592
                    339,                0.75798,                 1.8638,                0.76842,                 1.2711,                0.39283,                0.48628,                0.38934,                0.22541,                0.35357,                0.44297,                0.36069,                0.16429,                 1.6832,                 3.8686,                 2.4096,                 2.6206,              0.0016345,              0.0016345,              0.0016345
                    340,                0.76665,                 1.8541,                0.76241,                 1.2623,                 0.4519,                0.35004,                0.35278,                0.20335,                0.32852,                0.40182,                0.30697,                0.14569,                 1.7611,                 4.1471,                 2.7385,                 2.7245,              0.0016097,              0.0016097,              0.0016097
                    341,                  0.746,                 1.8456,                0.75892,                 1.2591,                0.56592,                0.35654,                0.38088,                0.22959,                0.43632,                0.41947,                0.35536,                0.16439,                  1.762,                 4.1085,                  2.961,                 2.7421,               0.001585,               0.001585,               0.001585
                    342,                0.77881,                 1.8331,                0.76099,                 1.2817,                0.50911,                0.41125,                0.35059,                0.21931,                0.48609,                0.39288,                0.32851,                0.16034,                 1.7783,                 4.0339,                 2.8165,                 2.7349,              0.0015602,              0.0015602,              0.0015602
                    343,                0.77686,                 1.8853,                0.77952,                 1.2806,                0.50345,                0.38598,                 0.3604,                0.21713,                0.49477,                0.38224,                0.34447,                0.17449,                 1.7447,                 3.5696,                 3.1532,                 2.6849,              0.0015355,              0.0015355,              0.0015355
                    344,                0.77536,                 1.9082,                0.78772,                 1.2778,                 0.4556,                0.43099,                0.34494,                0.21826,                0.53379,                0.35391,                0.32347,                0.16309,                 1.7924,                 3.6032,                 3.3403,                 2.8087,              0.0015107,              0.0015107,              0.0015107
                    345,                0.78028,                  1.935,                0.80643,                 1.3069,                0.61053,                0.33839,                0.33962,                0.20413,                0.55687,                0.32247,                 0.3177,                0.15722,                 1.8485,                 3.5413,                 2.8671,                 2.9103,               0.001486,               0.001486,               0.001486
                    346,                0.75429,                  1.833,                0.77672,                 1.2651,                0.56925,                0.42724,                0.37537,                0.21409,                0.53631,                0.41308,                0.35571,                0.16956,                 1.8163,                 3.4981,                 2.6081,                 2.7584,              0.0014612,              0.0014612,              0.0014612
                    347,                0.79947,                 1.9004,                0.81234,                 1.2932,                0.47432,                0.39777,                0.35036,                0.21248,                0.45994,                0.39347,                0.35833,                0.16834,                 1.8158,                  3.496,                 2.4377,                 2.8259,              0.0014365,              0.0014365,              0.0014365
                    348,                0.76356,                 1.8224,                0.76755,                 1.2633,                0.35584,                0.39866,                0.27659,                0.15907,                 0.3675,                0.42101,                0.26564,                0.12032,                 1.7052,                 3.6713,                 2.6594,                 2.7298,              0.0014117,              0.0014117,              0.0014117
                    349,                0.75075,                 1.8732,                0.75959,                 1.2444,                0.51566,                 0.3467,                0.31831,                0.17647,                0.51636,                 0.3467,                0.31327,                0.14648,                 1.8357,                 3.6118,                 2.5826,                 2.8818,               0.001387,               0.001387,               0.001387
                    350,                0.75657,                 1.7875,                0.75082,                 1.2908,                0.47747,                0.38626,                0.32274,                0.17697,                0.47511,                0.38305,                0.31896,                0.14706,                 1.8816,                 3.6904,                 2.6791,                 2.9062,              0.0013622,              0.0013622,              0.0013622
                    351,                0.75352,                 1.8349,                0.74158,                 1.2688,                0.46779,                0.34418,                0.31597,                0.19271,                0.45974,                0.34588,                0.30906,                0.14965,                 1.8062,                 3.6363,                 2.8494,                 2.7354,              0.0013375,              0.0013375,              0.0013375
                    352,                0.73979,                 1.8036,                0.73169,                 1.2417,                0.52371,                0.30144,                0.33738,                0.19112,                0.44979,                0.33342,                0.31434,                0.14899,                 1.8528,                 3.6472,                 2.8103,                 2.8918,              0.0013128,              0.0013128,              0.0013128
                    353,                0.72393,                 1.7908,                0.72584,                 1.2446,                0.42451,                 0.4253,                0.32574,                0.18094,                0.41469,                0.39954,                0.30611,                0.14108,                 1.8163,                 3.7465,                 2.6623,                 2.8963,               0.001288,               0.001288,               0.001288
                    354,                0.70865,                 1.7635,                0.70664,                  1.235,                0.49588,                0.44201,                0.36992,                0.21572,                0.47347,                0.42194,                 0.3463,                0.16998,                 1.7703,                 3.7696,                 2.4007,                 2.8018,              0.0012633,              0.0012633,              0.0012633
                    355,                 0.7291,                 1.7424,                0.72992,                 1.2585,                0.57674,                0.36291,                0.37126,                0.21789,                0.59257,                0.35165,                0.34944,                0.16611,                 1.7515,                 3.6552,                 2.4365,                 2.7754,              0.0012385,              0.0012385,              0.0012385
                    356,                0.72746,                  1.781,                0.69637,                 1.2519,                0.52778,                0.38674,                0.36906,                0.21133,                0.53022,                0.37925,                0.35202,                0.16763,                 1.7439,                 3.4883,                 2.6362,                 2.7361,              0.0012138,              0.0012138,              0.0012138
                    357,                0.69811,                 1.7563,                0.69606,                 1.2281,                0.60055,                0.32553,                0.32844,                0.19737,                0.59726,                 0.3318,                0.31925,                 0.1625,                 1.7601,                 3.4795,                 3.0591,                 2.7202,               0.001189,               0.001189,               0.001189
                    358,                0.73229,                 1.7614,                0.69718,                 1.2318,                0.45631,                0.42022,                0.29684,                0.18198,                0.45206,                0.41647,                0.28787,                0.14343,                 1.8102,                 3.7388,                 3.2054,                 2.7491,              0.0011643,              0.0011643,              0.0011643
                    359,                0.73743,                 1.8167,                0.72571,                  1.245,                0.52838,                0.44398,                0.32158,                0.19291,                0.52373,                 0.4376,                0.31107,                0.15123,                 1.7661,                 3.8112,                 2.9088,                  2.736,              0.0011395,              0.0011395,              0.0011395
                    360,                0.71382,                 1.8006,                0.71492,                 1.2156,                0.40263,                 0.4529,                0.36534,                0.20661,                0.41766,                 0.4747,                0.35701,                0.16926,                  1.793,                 3.7178,                 2.7041,                 2.8142,              0.0011148,              0.0011148,              0.0011148
                    361,                0.73375,                 1.7637,                 0.7415,                 1.2638,                0.72471,                0.36176,                0.37396,                0.20554,                0.70028,                0.36418,                0.34578,                 0.1572,                 1.8211,                 3.6416,                 2.9407,                 2.9086,                0.00109,                0.00109,                0.00109
                    362,                0.71402,                 1.7678,                0.70714,                 1.2404,                0.53792,                0.41477,                0.35545,                0.20225,                0.54476,                0.38536,                0.33972,                0.16697,                 1.8397,                  3.698,                 3.1031,                 2.8927,              0.0010653,              0.0010653,              0.0010653
                    363,                 0.7095,                 1.8134,                0.68969,                 1.2171,                0.40895,                0.45632,                0.35681,                0.19329,                0.51872,                0.32423,                0.35396,                0.16628,                 1.7522,                 3.7843,                  2.741,                 2.7775,              0.0010405,              0.0010405,              0.0010405
                    364,                0.70757,                  1.736,                0.67783,                 1.2248,                0.48187,                0.47651,                0.39129,                0.21764,                0.57778,                0.40122,                0.36771,                0.17525,                 1.7669,                 3.8435,                 2.4791,                 2.8307,              0.0010158,              0.0010158,              0.0010158
                    365,                0.69909,                 1.6989,                0.69057,                 1.2293,                0.54527,                0.43385,                0.39201,                0.21593,                0.51814,                0.43181,                0.36776,                0.17427,                 1.7802,                 3.6433,                 2.5929,                 2.8285,               0.000991,               0.000991,               0.000991
                    366,                0.72441,                 1.6769,                 0.7273,                 1.2529,                0.52965,                0.44427,                0.39982,                0.23727,                0.55039,                0.44222,                0.39229,                0.18729,                 1.7822,                 3.6408,                 3.1112,                 2.7876,             0.00096625,             0.00096625,             0.00096625
                    367,                0.68759,                 1.7052,                 0.6743,                  1.208,                0.44773,                0.42403,                0.31794,                 0.1912,                0.44886,                0.43169,                0.33339,                 0.1576,                 1.7836,                 3.6135,                 3.0224,                 2.8055,              0.0009415,              0.0009415,              0.0009415
                    368,                0.69507,                 1.6887,                0.67266,                 1.2155,                0.31284,                0.47794,                0.31136,                0.16912,                0.31468,                 0.4809,                0.31417,                0.14086,                 1.9294,                 3.7486,                 2.8587,                 3.0619,             0.00091675,             0.00091675,             0.00091675
                    369,                 0.6887,                  1.711,                 0.6832,                 1.2074,                0.52629,                0.34906,                0.35224,                0.19425,                0.72188,                0.30743,                0.34962,                0.16184,                 1.8127,                 3.8082,                 2.7981,                 2.8623,               0.000892,               0.000892,               0.000892
                    370,                0.72004,                 1.7461,                0.69966,                 1.2592,                0.37607,                0.42426,                0.35098,                0.20394,                0.58793,                0.32628,                0.33754,                0.16466,                 1.7685,                 3.7241,                 2.8377,                  2.792,             0.00086725,             0.00086725,             0.00086725
                    371,                0.68996,                  1.721,                 0.6654,                  1.204,                0.61512,                0.35297,                0.36875,                0.22144,                0.61018,                0.37749,                0.36081,                0.17302,                 1.7733,                 3.7496,                 2.7925,                 2.7749,              0.0008425,              0.0008425,              0.0008425
                    372,                0.66146,                 1.6382,                0.63835,                 1.1802,                0.50251,                0.38252,                0.34799,                0.20474,                0.47296,                0.40147,                 0.3432,                0.16446,                  1.746,                 3.6993,                 2.8215,                 2.7626,             0.00081775,             0.00081775,             0.00081775
                    373,                0.70482,                 1.7044,                0.71114,                 1.2505,                0.43822,                0.42922,                0.35777,                0.20584,                0.44241,                 0.4376,                0.36159,                  0.175,                 1.7929,                 3.7262,                 2.9868,                 2.8641,               0.000793,               0.000793,               0.000793
                    374,                0.68798,                 1.6955,                0.68307,                 1.2292,                0.55129,                0.38428,                0.37184,                0.22227,                0.52663,                0.38891,                0.36767,                0.17755,                 1.7243,                 3.8186,                 3.1583,                 2.8148,             0.00076825,             0.00076825,             0.00076825
                    375,                0.67404,                 1.7009,                0.68997,                 1.1875,                0.52173,                0.44134,                0.38453,                 0.2233,                0.48869,                0.43473,                0.35803,                0.17946,                  1.693,                 3.9566,                 2.7744,                 2.7761,              0.0007435,              0.0007435,              0.0007435
                    376,                0.67599,                 1.6452,                0.67544,                 1.2118,                0.61141,                0.39854,                0.37294,                0.22655,                0.59232,                0.39568,                0.35072,                 0.1778,                  1.671,                 3.8843,                   2.62,                 2.7566,             0.00071875,             0.00071875,             0.00071875
                    377,                0.70827,                 1.6993,                0.69876,                 1.2542,                0.54734,                0.39258,                0.36726,                0.21885,                0.55955,                 0.4122,                 0.3659,                0.17144,                 1.7312,                 3.7041,                 2.6679,                 2.8268,               0.000694,               0.000694,               0.000694
                    378,                0.66173,                 1.6711,                0.65938,                 1.1923,                0.59506,                0.38714,                0.40131,                0.23733,                0.59887,                0.39926,                 0.3924,                0.18874,                 1.7468,                 3.6376,                  2.674,                 2.8463,             0.00066925,             0.00066925,             0.00066925
                    379,                0.69798,                 1.7008,                 0.6957,                 1.2224,                0.45492,                0.45173,                 0.3632,                0.22359,                0.45302,                0.45608,                0.35111,                0.18122,                 1.7275,                  3.652,                   2.64,                 2.7977,              0.0006445,              0.0006445,              0.0006445
                    380,                0.68701,                 1.6893,                0.67956,                 1.2291,                0.45499,                0.51546,                0.39498,                0.24125,                0.45429,                0.50275,                0.38304,                0.18887,                 1.7103,                 3.6447,                  2.553,                 2.7487,             0.00061975,             0.00061975,             0.00061975
                    381,                0.69304,                 1.6452,                0.68311,                 1.2186,                0.52478,                0.44012,                0.42601,                0.25581,                0.52899,                0.45066,                0.41319,                0.20075,                 1.7233,                 3.5902,                 2.4908,                 2.7656,               0.000595,               0.000595,               0.000595
                    382,                0.66482,                 1.6405,                0.65721,                 1.2127,                0.41519,                0.47716,                0.37347,                0.22108,                0.42532,                0.48553,                0.37707,                0.17911,                  1.742,                 3.6394,                 2.6299,                 2.8172,             0.00057025,             0.00057025,             0.00057025
                    383,                0.64991,                 1.5966,                0.63809,                 1.1968,                0.51568,                0.41254,                0.36283,                 0.2178,                0.50332,                0.41254,                  0.359,                0.17963,                 1.6925,                 3.7066,                 2.7074,                 2.7564,              0.0005455,              0.0005455,              0.0005455
                    384,                 0.6413,                 1.6062,                0.62289,                 1.1634,                0.53985,                0.42342,                0.37558,                0.22814,                0.53959,                0.43514,                0.36117,                0.18066,                 1.6744,                 3.6751,                 2.9987,                 2.7132,             0.00052075,             0.00052075,             0.00052075
                    385,                0.66182,                  1.657,                0.63664,                 1.1981,                0.56417,                0.40724,                0.40243,                0.22963,                0.62504,                0.37267,                0.37185,                0.17822,                 1.6861,                 3.6822,                 2.7323,                 2.7159,               0.000496,               0.000496,               0.000496
                    386,                0.65708,                 1.6086,                0.63733,                 1.1953,                0.50251,                0.40008,                0.38775,                0.22606,                0.48452,                0.40629,                0.37509,                 0.1747,                 1.7168,                 3.7061,                 2.7874,                 2.7494,             0.00047125,             0.00047125,             0.00047125
                    387,                0.66272,                 1.6064,                 0.6253,                 1.1924,                0.51305,                0.34963,                0.35504,                0.21185,                0.53285,                0.38135,                0.35319,                0.17027,                 1.7169,                 3.6757,                  2.827,                 2.7428,              0.0004465,              0.0004465,              0.0004465
                    388,                 0.6666,                 1.6079,                0.63222,                 1.2044,                 0.4378,                0.46926,                0.38266,                0.22966,                0.60073,                0.38217,                0.38302,                0.18883,                 1.6952,                 3.5966,                 2.6978,                 2.7042,             0.00042175,             0.00042175,             0.00042175
                    389,                0.62894,                 1.6152,                0.61383,                 1.1663,                0.43356,                0.48016,                0.38148,                0.23414,                0.42783,                0.47603,                0.37435,                0.18785,                 1.6716,                 3.6148,                 2.6247,                 2.7282,               0.000397,               0.000397,               0.000397
                    390,                0.62371,                 1.5803,                0.59526,                 1.1451,                0.53233,                0.37755,                0.38155,                0.22901,                0.49174,                0.39126,                0.36842,                0.18122,                 1.7041,                 3.7082,                  2.735,                 2.7835,             0.00037225,             0.00037225,             0.00037225
                    391,                0.63821,                  1.583,                0.62347,                 1.1762,                0.45506,                 0.4416,                0.38755,                0.23193,                0.43102,                0.43478,                0.36642,                0.18287,                 1.7027,                 3.7586,                 2.9251,                 2.8188,              0.0003475,              0.0003475,              0.0003475
                    392,                0.66508,                 1.6344,                0.64483,                 1.1966,                0.44924,                0.42548,                0.39211,                0.23527,                0.46245,                0.42218,                0.36811,                0.18439,                 1.6588,                 3.7442,                 2.9817,                 2.7509,             0.00032275,             0.00032275,             0.00032275
                    393,                 0.6279,                 1.5647,                0.61694,                  1.162,                0.48492,                0.44406,                0.39084,                0.23705,                0.49407,                0.44851,                0.37399,                0.18273,                 1.6961,                 3.7483,                 2.8952,                 2.8142,               0.000298,               0.000298,               0.000298
                    394,                0.64045,                 1.5724,                0.60364,                 1.1863,                0.51664,                0.44046,                 0.3965,                0.23546,                 0.5198,                0.44883,                0.38857,                0.18795,                   1.72,                   3.74,                 2.7954,                 2.8557,             0.00027325,             0.00027325,             0.00027325
                    395,                0.62973,                 1.5433,                0.60279,                 1.1711,                0.54407,                0.43823,                0.39479,                0.23749,                0.52441,                0.44509,                0.38461,                0.19141,                 1.7176,                 3.7321,                 2.7011,                 2.8333,              0.0002485,              0.0002485,              0.0002485
